"marker","chrom","pos","A","genomewide.permute.pval"
"5714",2063,"chr1B",206300001,1.27313123327078,1
"5715",2064,"chr1B",206400001,1.09788551662695,1
"5716",2065,"chr1B",206500001,0.936301425900691,1
"5717",2066,"chr1B",206600001,0.759691533667706,1
"5718",2067,"chr1B",206700001,0.759699180063729,1
"5719",2068,"chr1B",206800001,0.759706817164895,1
"5720",2069,"chr1B",206900001,0.669051149510732,1
"5721",207,"chr1A",20700001,0.492657634693386,1
"5722",207,"chr1B",20700001,0.34991102826762,1
"5723",207,"chr1D",20700001,0.144907171320293,1
"5724",207,"chr2A",20700001,0.377262773508612,1
"5725",207,"chr2B",20700001,0.0656169665039029,1
"5726",207,"chr2D",20700001,0.728652031825762,1
"5727",207,"chr3A",20700001,0.794886692334122,1
"5728",207,"chr3B",20700001,0.373431863379974,1
"5729",207,"chr3D",20700001,0.524373860867273,1
"5730",207,"chr4A",20700001,0.353989321024476,1
"5731",207,"chr4B",20700001,0.795852823764859,1
"5732",207,"chr5A",20700001,0.323431232478817,1
"5733",207,"chr5B",20700001,0.444822052298571,1
"5734",207,"chr5D",20700001,0.743747792244783,1
"5735",207,"chr6A",20700001,0.631659297304247,1
"5736",207,"chr6B",20700001,0.182029092075814,1
"5737",207,"chr6D",20700001,0.231512420362319,1
"5738",207,"chr7A",20700001,0.750340530751455,1
"5739",207,"chr7B",20700001,0.298071912381528,1
"5740",2070,"chr1B",207000001,0.538110053341521,1
"5741",2071,"chr1B",207100001,0.538069881207299,1
"5742",2072,"chr1B",207200001,0.53802971159401,1
"5743",2073,"chr1B",207300001,0.537989450907472,1
"5744",2074,"chr1B",207400001,0.537989213653336,1
"5745",2075,"chr1B",207500001,0.537949110532939,1
"5746",2076,"chr1B",207600001,0.537909010206696,1
"5747",2077,"chr1B",207700001,0.537868896730113,1
"5748",2078,"chr1B",207800001,0.372266944439843,1
"5749",2079,"chr1B",207900001,0.378287336188035,1
"5750",208,"chr1A",20800001,0.492642280777604,1
"5751",208,"chr1B",20800001,0.326182960163898,1
"5752",208,"chr1D",20800001,0.111076969230736,1
"5753",208,"chr2A",20800001,0.377264776336146,1
"5754",208,"chr2B",20800001,0.0656166935001619,1
"5755",208,"chr2D",20800001,0.728633096782438,1
"5756",208,"chr3A",20800001,1.32400940296389,1
"5757",208,"chr3B",20800001,0.397967915607481,1
"5758",208,"chr3D",20800001,0.5243738608673,1
"5759",208,"chr4A",20800001,0.328833840372057,1
"5760",208,"chr4B",20800001,0.795852344416897,1
"5761",208,"chr5A",20800001,0.223435627339857,1
"5762",208,"chr5B",20800001,0.444822093077938,1
"5763",208,"chr5D",20800001,0.655512517031721,1
"5764",208,"chr6A",20800001,0.631659441567176,1
"5765",208,"chr6B",20800001,0.129953924440578,1
"5766",208,"chr6D",20800001,0.196608526437932,1
"5767",208,"chr7A",20800001,0.805423544027391,1
"5768",208,"chr7B",20800001,0.29804939055018,1
"5769",2080,"chr1B",208000001,0.379398033792225,1
"5770",2081,"chr1B",208100001,0.426428463624863,1
"5771",2082,"chr1B",208200001,0.426428578005246,1
"5772",2083,"chr1B",208300001,0.381426672800855,1
"5773",2084,"chr1B",208400001,0.390860605759106,1
"5774",2085,"chr1B",208500001,0.433520307021005,1
"5775",2086,"chr1B",208600001,0.43352024678626,1
"5776",2087,"chr1B",208700001,0.43352018649226,1
"5777",2088,"chr1B",208800001,0.43352012613895,1
"5778",2089,"chr1B",208900001,0.35376789501808,1
"5779",209,"chr1A",20900001,0.492626929332695,1
"5780",209,"chr1B",20900001,0.33112828007108,1
"5781",209,"chr1D",20900001,0.0678885503452573,1
"5782",209,"chr2A",20900001,0.377266777161399,1
"5783",209,"chr2B",20900001,0.0656164219009071,1
"5784",209,"chr2D",20900001,0.728614154632761,1
"5785",209,"chr3A",20900001,1.32400952717164,1
"5786",209,"chr3B",20900001,0.303668041734324,1
"5787",209,"chr3D",20900001,0.524373860867327,1
"5788",209,"chr4A",20900001,0.346934087627048,1
"5789",209,"chr4B",20900001,0.795851864783708,1
"5790",209,"chr5A",20900001,0.223434300588927,1
"5791",209,"chr5B",20900001,0.444822133816882,1
"5792",209,"chr5D",20900001,0.536398566305251,1
"5793",209,"chr6A",20900001,0.631659585506955,1
"5794",209,"chr6B",20900001,0.134913620103665,1
"5795",209,"chr6D",20900001,0.179198117503899,1
"5796",209,"chr7A",20900001,0.770265081392871,1
"5797",209,"chr7B",20900001,0.29802683478523,1
"5798",2090,"chr1B",209000001,0.45481109994846,1
"5799",2091,"chr1B",209100001,0.358478038953897,1
"5800",2092,"chr1B",209200001,0.361230002157663,1
"5801",2093,"chr1B",209300001,0.367161820647158,1
"5802",2094,"chr1B",209400001,0.338019613846192,1
"5803",2095,"chr1B",209500001,0.33801987876419,1
"5804",2096,"chr1B",209600001,0.338020065756976,1
"5805",2097,"chr1B",209700001,0.338020112023639,1
"5806",2098,"chr1B",209800001,0.338020134732571,1
"5807",2099,"chr1B",209900001,0.25518289726939,1
"5808",21,"chr1A",2100001,1.73050582194463,0.999
"5809",21,"chr1B",2100001,0.124392259690316,1
"5810",21,"chr1D",2100001,0.282036934004981,1
"5811",21,"chr2A",2100001,0.375811228920235,1
"5812",21,"chr2B",2100001,0.278828020563044,1
"5813",21,"chr2D",2100001,0.196042740024538,1
"5814",21,"chr3A",2100001,0.0880539531011105,1
"5815",21,"chr3B",2100001,0.0505683109386904,1
"5816",21,"chr3D",2100001,0.399006805510896,1
"5817",21,"chr4A",2100001,0.589891290402122,1
"5818",21,"chr4B",2100001,0.71138660065212,1
"5819",21,"chr4D",2100001,6.57679905768023,0
"5820",21,"chr5A",2100001,0.140183471415989,1
"5821",21,"chr5B",2100001,0.416698196712544,1
"5822",21,"chr5D",2100001,0.381144269273151,1
"5823",21,"chr6A",2100001,0.00142956816403101,1
"5824",21,"chr6B",2100001,0.0945843625215307,1
"5825",21,"chr6D",2100001,0.279165223698752,1
"5826",21,"chr7A",2100001,0.60078699982703,1
"5827",21,"chr7B",2100001,0.931271659093232,1
"5828",21,"chr7D",2100001,0.103616071478946,1
"5829",210,"chr1A",21000001,0.492611580366403,1
"5830",210,"chr1B",21000001,0.341762874344868,1
"5831",210,"chr1D",21000001,0.0631289250232885,1
"5832",210,"chr2A",21000001,0.377268775986373,1
"5833",210,"chr2B",21000001,0.0656161517062111,1
"5834",210,"chr2D",21000001,0.728595205385421,1
"5835",210,"chr3A",21000001,1.32400965177827,1
"5836",210,"chr3B",21000001,0.58965864925595,1
"5837",210,"chr3D",21000001,0.524373860867354,1
"5838",210,"chr4A",21000001,0.327119840625684,1
"5839",210,"chr4B",21000001,0.795851385636146,1
"5840",210,"chr5A",21000001,0.223432975215918,1
"5841",210,"chr5B",21000001,0.444822174515434,1
"5842",210,"chr5D",21000001,0.558472807316935,1
"5843",210,"chr6A",21000001,0.865067186763328,1
"5844",210,"chr6B",21000001,0.140869001861683,1
"5845",210,"chr6D",21000001,0.138759283229797,1
"5846",210,"chr7A",21000001,0.71461708505614,1
"5847",210,"chr7B",21000001,0.298072321118998,1
"5848",2100,"chr1B",210000001,0.192742544444768,1
"5849",2101,"chr1B",210100001,0.192755881315685,1
"5850",2102,"chr1B",210200001,0.192769216042252,1
"5851",2103,"chr1B",210300001,0.192782548617624,1
"5852",2104,"chr1B",210400001,0.192795815207971,1
"5853",2105,"chr1B",210500001,0.19280909018297,1
"5854",2106,"chr1B",210600001,0.192822363077639,1
"5855",2107,"chr1B",210700001,0.192835623481312,1
"5856",2108,"chr1B",210800001,0.188495367890906,1
"5857",2109,"chr1B",210900001,0.179367700653245,1
"5858",211,"chr1A",21100001,0.492593220677954,1
"5859",211,"chr1B",21100001,0.353821346641047,1
"5860",211,"chr1D",21100001,0.0631151590376903,1
"5861",211,"chr2A",21100001,0.377270772812831,1
"5862",211,"chr2B",21100001,0.0656158829161421,1
"5863",211,"chr2D",21100001,0.728576249049153,1
"5864",211,"chr3A",21100001,1.32400977678388,1
"5865",211,"chr3B",21100001,0.755352191801531,1
"5866",211,"chr3D",21100001,0.524373860867382,1
"5867",211,"chr4A",21100001,0.349958034490751,1
"5868",211,"chr4B",21100001,0.795850905430312,1
"5869",211,"chr5A",21100001,0.223431651219644,1
"5870",211,"chr5B",21100001,0.444822215173641,1
"5871",211,"chr5D",21100001,0.558472672212406,1
"5872",211,"chr6A",21100001,0.926329965757211,1
"5873",211,"chr6B",21100001,0.140867423418975,1
"5874",211,"chr7A",21100001,0.683176034490324,1
"5875",211,"chr7B",21100001,0.298068571032889,1
"5876",2110,"chr1B",211000001,0.152704645855163,1
"5877",2111,"chr1B",211100001,0.28499488379529,1
"5878",2112,"chr1B",211200001,0.28499609520161,1
"5879",2113,"chr1B",211300001,0.284997305533556,1
"5880",2114,"chr1B",211400001,0.284997305535066,1
"5881",2115,"chr1B",211500001,0.284998514792309,1
"5882",2116,"chr1B",211600001,0.284999722974543,1
"5883",2117,"chr1B",211700001,0.285000930081446,1
"5884",2118,"chr1B",211800001,0.285002200551369,1
"5885",2119,"chr1B",211900001,0.285003468538598,1
"5886",212,"chr1A",21200001,0.492576769075033,1
"5887",212,"chr1B",21200001,0.364790104703975,1
"5888",212,"chr1D",21200001,0.0631013910930574,1
"5889",212,"chr2A",21200001,0.377272767643023,1
"5890",212,"chr2B",21200001,0.0656156155307633,1
"5891",212,"chr2D",21200001,0.728557285632679,1
"5892",212,"chr3A",21200001,1.32400990218858,1
"5893",212,"chr3B",21200001,0.717900802328102,1
"5894",212,"chr3D",21200001,0.524373860867406,1
"5895",212,"chr4A",21200001,0.314211960374736,1
"5896",212,"chr4B",21200001,0.795850424937851,1
"5897",212,"chr5A",21200001,0.223430328598906,1
"5898",212,"chr5B",21200001,0.444822255791534,1
"5899",212,"chr5D",21200001,0.558472508156604,1
"5900",212,"chr6A",21200001,0.926329994616839,1
"5901",212,"chr6B",21200001,0.130361092246707,1
"5902",212,"chr7A",21200001,0.682807059188937,1
"5903",212,"chr7B",21200001,0.298064821349059,1
"5904",2120,"chr1B",212000001,0.285004735456362,1
"5905",2121,"chr1B",212100001,0.285004735457862,1
"5906",2122,"chr1B",212200001,0.285004735459367,1
"5907",2123,"chr1B",212300001,0.285006001307414,1
"5908",2124,"chr1B",212400001,0.186048169398299,1
"5909",2125,"chr1B",212500001,0.183752871903778,1
"5910",2126,"chr1B",212600001,0.181465161352797,1
"5911",2127,"chr1B",212700001,0.204208189622974,1
"5912",2128,"chr1B",212800001,0.20420776335723,1
"5913",2129,"chr1B",212900001,0.204207336678924,1
"5914",213,"chr1A",21300001,0.492560314505335,1
"5915",213,"chr1B",21300001,0.371148375487268,1
"5916",213,"chr1D",21300001,0.0630868187219769,1
"5917",213,"chr2A",21300001,0.377274760478884,1
"5918",213,"chr2B",21300001,0.0735113895170105,1
"5919",213,"chr2D",21300001,0.728557285599797,1
"5920",213,"chr3A",21300001,1.32402515840648,1
"5921",213,"chr3B",21300001,0.711900261373791,1
"5922",213,"chr3D",21300001,0.524373860867432,1
"5923",213,"chr4A",21300001,0.311199469564038,1
"5924",213,"chr4B",21300001,0.773416060321311,1
"5925",213,"chr5A",21300001,0.223429007352529,1
"5926",213,"chr5B",21300001,0.444822296369164,1
"5927",213,"chr5D",21300001,0.558472373349151,1
"5928",213,"chr6A",21300001,0.767956893223388,1
"5929",213,"chr6B",21300001,0.13254480913018,1
"5930",213,"chr7A",21300001,0.630905187498189,1
"5931",213,"chr7B",21300001,0.298061072069644,1
"5932",2130,"chr1B",213000001,0.20420690958766,1
"5933",2131,"chr1B",213100001,0.204206482083056,1
"5934",2132,"chr1B",213200001,0.204206054165349,1
"5935",2133,"chr1B",213300001,0.204205625833533,1
"5936",2134,"chr1B",213400001,0.204205197087218,1
"5937",2135,"chr1B",213500001,0.168282280496851,1
"5938",2136,"chr1B",213600001,0.149336054686011,1
"5939",2137,"chr1B",213700001,0.274063978674312,1
"5940",2138,"chr1B",213800001,0.274064035605052,1
"5941",2139,"chr1B",213900001,0.274064092011493,1
"5942",214,"chr1A",21400001,0.492543862531909,1
"5943",214,"chr1B",21400001,0.37115974904929,1
"5944",214,"chr1D",21400001,0.0630722450633153,1
"5945",214,"chr2A",21400001,0.377276751322438,1
"5946",214,"chr2B",21400001,0.100229637512647,1
"5947",214,"chr2D",21400001,0.728538315111848,1
"5948",214,"chr3A",21400001,1.32402530236905,1
"5949",214,"chr3B",21400001,0.387740084773058,1
"5950",214,"chr3D",21400001,0.524373860867458,1
"5951",214,"chr4A",21400001,0.305753870643242,1
"5952",214,"chr4B",21400001,0.721954349285775,1
"5953",214,"chr5A",21400001,0.223429007351714,1
"5954",214,"chr5B",21400001,0.444822336906564,1
"5955",214,"chr5D",21400001,0.558472238675704,1
"5956",214,"chr6A",21400001,0.663172264099218,1
"5957",214,"chr6B",21400001,0.146913653958679,1
"5958",214,"chr7A",21400001,0.63090837457593,1
"5959",214,"chr7B",21400001,0.298057323196793,1
"5960",2140,"chr1B",214000001,0.274064147893677,1
"5961",2141,"chr1B",214100001,0.274064203251658,1
"5962",2142,"chr1B",214200001,0.274064258085486,1
"5963",2143,"chr1B",214300001,0.274064335974879,1
"5964",2144,"chr1B",214400001,0.27406439520841,1
"5965",2145,"chr1B",214500001,0.274064440697986,1
"5966",2146,"chr1B",214600001,0.274064486173946,1
"5967",2147,"chr1B",214700001,0.274064626719179,1
"5968",2148,"chr1B",214800001,0.274064626719486,1
"5969",2149,"chr1B",214900001,0.274064685754459,1
"5970",215,"chr1A",21500001,0.492527418720039,1
"5971",215,"chr1B",21500001,0.367958501562671,1
"5972",215,"chr1D",21500001,0.063057670125728,1
"5973",215,"chr2A",21500001,0.377278740175497,1
"5974",215,"chr2B",21500001,0.0483171952966492,1
"5975",215,"chr2D",21500001,0.728519337561209,1
"5976",215,"chr3A",21500001,1.3240254467496,1
"5977",215,"chr3B",21500001,0.490991089019132,1
"5978",215,"chr3D",21500001,0.524373860867485,1
"5979",215,"chr4A",21500001,0.30115424025014,1
"5980",215,"chr4B",21500001,0.734780348654296,1
"5981",215,"chr5A",21500001,0.223427687478501,1
"5982",215,"chr5B",21500001,0.444822377403781,1
"5983",215,"chr5D",21500001,0.558472058429063,1
"5984",215,"chr6A",21500001,0.663171981510052,1
"5985",215,"chr6B",21500001,0.13871586653828,1
"5986",215,"chr7A",21500001,0.74306875722212,1
"5987",215,"chr7B",21500001,0.298053574732643,1
"5988",2150,"chr1B",215000001,0.274064744478252,1
"5989",2151,"chr1B",215100001,0.274064802890906,1
"5990",2152,"chr1B",215200001,0.274064860992483,1
"5991",2153,"chr1B",215300001,0.363405003925031,1
"5992",2154,"chr1B",215400001,0.312295327660701,1
"5993",2155,"chr1B",215500001,0.238716151817908,1
"5994",2156,"chr1B",215600001,0.270702949705793,1
"5995",2157,"chr1B",215700001,0.270702976447669,1
"5996",2158,"chr1B",215800001,0.27070300311944,1
"5997",2159,"chr1B",215900001,0.270703029721135,1
"5998",216,"chr1A",21600001,0.492510977521535,1
"5999",216,"chr1B",21600001,0.393698014991859,1
"6000",216,"chr1D",21600001,0.0819566887675156,1
"6001",216,"chr2A",21600001,0.37728072704036,1
"6002",216,"chr2B",21600001,0.0483107588749402,1
"6003",216,"chr2D",21600001,0.728500352956648,1
"6004",216,"chr3A",21600001,1.32402559154825,1
"6005",216,"chr3B",21600001,0.529825650863658,1
"6006",216,"chr3D",21600001,0.524373860867511,1
"6007",216,"chr4A",21600001,0.20433447423455,1
"6008",216,"chr4B",21600001,0.727441619532753,1
"6009",216,"chr5A",21600001,0.223426368977269,1
"6010",216,"chr5B",21600001,0.44482241786085,1
"6011",216,"chr5D",21600001,0.558471876705488,1
"6012",216,"chr6A",21600001,0.663171948606071,1
"6013",216,"chr6B",21600001,0.150349326257897,1
"6014",216,"chr7A",21600001,0.749073321078412,1
"6015",216,"chr7B",21600001,0.298049826679338,1
"6016",2160,"chr1B",216000001,0.270702761617339,1
"6017",2161,"chr1B",216100001,0.270702493263691,1
"6018",2162,"chr1B",216200001,0.270702224659929,1
"6019",2163,"chr1B",216300001,0.270701955805782,1
"6020",2164,"chr1B",216400001,0.270701686700987,1
"6021",2165,"chr1B",216500001,0.270701417345272,1
"6022",2166,"chr1B",216600001,0.270701159025227,1
"6023",2167,"chr1B",216700001,0.270700900447317,1
"6024",2168,"chr1B",216800001,0.144200520666528,1
"6025",2169,"chr1B",216900001,0.131359546306532,1
"6026",217,"chr1A",21700001,0.492494538944609,1
"6027",217,"chr1B",21700001,0.383082142324755,1
"6028",217,"chr1D",21700001,0.0552971926581186,1
"6029",217,"chr2A",21700001,0.37728270660336,1
"6030",217,"chr2B",21700001,0.0483043309512098,1
"6031",217,"chr2D",21700001,0.728481361306961,1
"6032",217,"chr3A",21700001,0.930917292133233,1
"6033",217,"chr3B",21700001,0.529822625483514,1
"6034",217,"chr3D",21700001,0.524373860867537,1
"6035",217,"chr4A",21700001,0.292782826154461,1
"6036",217,"chr4B",21700001,0.727495081873104,1
"6037",217,"chr5A",21700001,0.223425051846831,1
"6038",217,"chr5B",21700001,0.444822458277815,1
"6039",217,"chr5D",21700001,0.558471695208452,1
"6040",217,"chr6A",21700001,0.675698967067328,1
"6041",217,"chr6B",21700001,0.141291862129569,1
"6042",217,"chr7A",21700001,0.749073410838798,1
"6043",217,"chr7B",21700001,0.298049341147321,1
"6044",2170,"chr1B",217000001,0.129148822449902,1
"6045",2171,"chr1B",217100001,0.016271926808884,1
"6046",2172,"chr1B",217200001,0.0799316283980948,1
"6047",2173,"chr1B",217300001,0.0605765993542243,1
"6048",2174,"chr1B",217400001,0.0605766000718268,1
"6049",2175,"chr1B",217500001,0.103343572603918,1
"6050",2176,"chr1B",217600001,0.143399441469436,1
"6051",2177,"chr1B",217700001,0.347476343949611,1
"6052",2178,"chr1B",217800001,0.424718301650892,1
"6053",2179,"chr1B",217900001,0.570372271547687,1
"6054",218,"chr1A",21800001,0.492478102997429,1
"6055",218,"chr1B",21800001,0.383067220350692,1
"6056",218,"chr1D",21800001,0.0570246200584158,1
"6057",218,"chr2A",21800001,0.377284684187318,1
"6058",218,"chr2B",21800001,0.0482979043534483,1
"6059",218,"chr2D",21800001,0.728462362620958,1
"6060",218,"chr3A",21800001,0.944649009536273,1
"6061",218,"chr3B",21800001,0.529821146600961,1
"6062",218,"chr3D",21800001,0.524373860867561,1
"6063",218,"chr4A",21800001,0.346304985774177,1
"6064",218,"chr4B",21800001,0.727505884886758,1
"6065",218,"chr5A",21800001,0.223423736086004,1
"6066",218,"chr5B",21800001,0.444822498654714,1
"6067",218,"chr5D",21800001,0.558471513938005,1
"6068",218,"chr6A",21800001,0.841906420137981,1
"6069",218,"chr6B",21800001,0.15405531196936,1
"6070",218,"chr7A",21800001,0.748088721732286,1
"6071",218,"chr7B",21800001,0.298048856463124,1
"6072",2180,"chr1B",218000001,0.556231881064907,1
"6073",2181,"chr1B",218100001,0.434620856706036,1
"6074",2182,"chr1B",218200001,0.713913351888846,1
"6075",2183,"chr1B",218300001,0.713895163016166,1
"6076",2184,"chr1B",218400001,0.713876974847337,1
"6077",2185,"chr1B",218500001,0.713858787392665,1
"6078",2186,"chr1B",218600001,0.713840600662434,1
"6079",2187,"chr1B",218700001,0.713822414666934,1
"6080",2188,"chr1B",218800001,0.713795940438354,1
"6081",2189,"chr1B",218900001,0.713769461621502,1
"6082",219,"chr1A",21900001,0.492478102968309,1
"6083",219,"chr1B",21900001,0.352392201340568,1
"6084",219,"chr1D",21900001,0.0635246030802174,1
"6085",219,"chr2A",21900001,0.377286659794216,1
"6086",219,"chr2B",21900001,0.0801621769118445,1
"6087",219,"chr2D",21900001,0.728443356907462,1
"6088",219,"chr3A",21900001,0.908364836763686,1
"6089",219,"chr3B",21900001,0.529819668973953,1
"6090",219,"chr3D",21900001,0.524373861121379,1
"6091",219,"chr4A",21900001,0.346305208145911,1
"6092",219,"chr4B",21900001,0.72963719599214,1
"6093",219,"chr5A",21900001,0.223422421693612,1
"6094",219,"chr5B",21900001,0.444822538991587,1
"6095",219,"chr5D",21900001,0.558471332894058,1
"6096",219,"chr6A",21900001,0.600851946380612,1
"6097",219,"chr6B",21900001,0.154057102098964,1
"6098",219,"chr7A",21900001,0.737128885134437,1
"6099",219,"chr7B",21900001,0.298048372627019,1
"6100",2190,"chr1B",219000001,0.713742978232012,1
"6101",2191,"chr1B",219100001,0.713716490285535,1
"6102",2192,"chr1B",219200001,0.713726107880964,1
"6103",2193,"chr1B",219300001,0.713699612057002,1
"6104",2194,"chr1B",219400001,0.71367311170373,1
"6105",2195,"chr1B",219500001,0.723306926551808,1
"6106",2196,"chr1B",219600001,1.092298440167,1
"6107",2197,"chr1B",219700001,1.09228374031054,1
"6108",2198,"chr1B",219800001,1.09226903521813,1
"6109",2199,"chr1B",219900001,1.09225403437823,1
"6110",22,"chr1A",2200001,0.96005521620294,1
"6111",22,"chr1B",2200001,0.127542378445148,1
"6112",22,"chr1D",2200001,0.214683971002183,1
"6113",22,"chr2A",2200001,0.406359267742955,1
"6114",22,"chr2B",2200001,0.380925717515825,1
"6115",22,"chr2D",2200001,0.190428704627251,1
"6116",22,"chr3A",2200001,0.0880470889300197,1
"6117",22,"chr3B",2200001,0.0505683109386697,1
"6118",22,"chr3D",2200001,0.399006973726508,1
"6119",22,"chr4A",2200001,0.589784026950036,1
"6120",22,"chr4B",2200001,0.711429795356903,1
"6121",22,"chr4D",2200001,3.93020230921808,0.043
"6122",22,"chr5A",2200001,0.213371412432487,1
"6123",22,"chr5B",2200001,0.416698114545746,1
"6124",22,"chr5D",2200001,0.38113402353405,1
"6125",22,"chr6A",2200001,0.00142957115616843,1
"6126",22,"chr6B",2200001,0.104952126114168,1
"6127",22,"chr6D",2200001,0.309604088916827,1
"6128",22,"chr7A",2200001,0.600787237658563,1
"6129",22,"chr7B",2200001,0.424142652582264,1
"6130",22,"chr7D",2200001,0.136720033812797,1
"6131",220,"chr1A",22000001,0.492478102939182,1
"6132",220,"chr1B",22000001,0.355707256656057,1
"6133",220,"chr1D",22000001,0.0611224850839864,1
"6134",220,"chr2A",22000001,0.377288633426084,1
"6135",220,"chr2B",22000001,0.0290142734317912,1
"6136",220,"chr2D",22000001,0.728424344175304,1
"6137",220,"chr3A",22000001,1.29628036909963,1
"6138",220,"chr3B",22000001,0.529818179571127,1
"6139",220,"chr3D",22000001,0.524373861375449,1
"6140",220,"chr4A",22000001,0.346305296934136,1
"6141",220,"chr4B",22000001,0.739553867643771,1
"6142",220,"chr5A",22000001,0.223421108668461,1
"6143",220,"chr5B",22000001,0.444822579288476,1
"6144",220,"chr5D",22000001,0.558471152076396,1
"6145",220,"chr6A",22000001,0.608481449462676,1
"6146",220,"chr6B",22000001,0.154058891912948,1
"6147",220,"chr7A",22000001,0.737133282277301,1
"6148",220,"chr7B",22000001,0.298044622495599,1
"6149",2200,"chr1B",220000001,0.625592877568416,1
"6150",2201,"chr1B",220100001,1.18983292480968,1
"6151",2202,"chr1B",220200001,1.18982079705867,1
"6152",2203,"chr1B",220300001,1.18980866526479,1
"6153",2204,"chr1B",220400001,0.655943750488662,1
"6154",2205,"chr1B",220500001,0.256674934762095,1
"6155",2206,"chr1B",220600001,0.392705205927174,1
"6156",2207,"chr1B",220700001,0.468405994638658,1
"6157",2208,"chr1B",220800001,0.345820030588103,1
"6158",2209,"chr1B",220900001,0.288693192566949,1
"6159",221,"chr1A",22100001,0.49246166962994,1
"6160",221,"chr1B",22100001,0.400124756330694,1
"6161",221,"chr1D",22100001,0.0653395703875824,1
"6162",221,"chr2A",22100001,0.377290605084967,1
"6163",221,"chr2B",22100001,0.0290082219859831,1
"6164",221,"chr2D",22100001,0.728405324433348,1
"6165",221,"chr3A",22100001,1.29628019908076,1
"6166",221,"chr3B",22100001,0.529815160847972,1
"6167",221,"chr3D",22100001,0.52437386162977,1
"6168",221,"chr4A",22100001,0.3463056761544,1
"6169",221,"chr4B",22100001,0.868042794410928,1
"6170",221,"chr5A",22100001,0.223419797009378,1
"6171",221,"chr5B",22100001,0.444822619545418,1
"6172",221,"chr5D",22100001,0.48848735582303,1
"6173",221,"chr6A",22100001,0.839152987947544,1
"6174",221,"chr6B",22100001,0.154060682075438,1
"6175",221,"chr7A",22100001,0.758352713108836,1
"6176",221,"chr7B",22100001,0.298040872784469,1
"6177",2210,"chr1B",221000001,0.395580041401105,1
"6178",2211,"chr1B",221100001,0.395565099552108,1
"6179",2212,"chr1B",221200001,0.395550154213586,1
"6180",2213,"chr1B",221300001,0.395535205395826,1
"6181",2214,"chr1B",221400001,0.395520253109119,1
"6182",2215,"chr1B",221500001,0.366378834417656,1
"6183",2216,"chr1B",221600001,0.333832146869228,1
"6184",2217,"chr1B",221700001,0.332795429939699,1
"6185",2218,"chr1B",221800001,0.322412294056522,1
"6186",2219,"chr1B",221900001,0.263881006868197,1
"6187",222,"chr1A",22200001,0.492445238966793,1
"6188",222,"chr1B",22200001,0.400124761574193,1
"6189",222,"chr1D",22200001,0.0643714988208356,1
"6190",222,"chr2A",22200001,0.377292574772643,1
"6191",222,"chr2B",22200001,0.0447783827761279,1
"6192",222,"chr2D",22200001,0.72840532440039,1
"6193",222,"chr3A",22200001,1.29628002904818,1
"6194",222,"chr3B",22200001,0.529812434798467,1
"6195",222,"chr3D",22200001,0.524373861884351,1
"6196",222,"chr4A",22200001,0.179827723433213,1
"6197",222,"chr4B",22200001,0.833889106073378,1
"6198",222,"chr5A",22200001,0.22341848671518,1
"6199",222,"chr5B",22200001,0.444822659762457,1
"6200",222,"chr5D",22200001,0.433173519493724,1
"6201",222,"chr6A",22200001,0.79494391621382,1
"6202",222,"chr6B",22200001,0.154060682078376,1
"6203",222,"chr7A",22200001,0.765605849817213,1
"6204",222,"chr7B",22200001,0.29803712349577,1
"6205",2220,"chr1B",222000001,0.372912234643747,1
"6206",2221,"chr1B",222100001,0.436605400120069,1
"6207",2222,"chr1B",222200001,0.511165949495548,1
"6208",2223,"chr1B",222300001,0.511175204763011,1
"6209",2224,"chr1B",222400001,0.511184459937652,1
"6210",2225,"chr1B",222500001,0.511186336870294,1
"6211",2226,"chr1B",222600001,0.511188222145679,1
"6212",2227,"chr1B",222700001,0.511190115752157,1
"6213",2228,"chr1B",222800001,0.511192017678117,1
"6214",2229,"chr1B",222900001,0.511193927911938,1
"6215",223,"chr1A",22300001,0.492428810957924,1
"6216",223,"chr1B",22300001,0.335458421681193,1
"6217",223,"chr1D",22300001,0.109207393245434,1
"6218",223,"chr2A",22300001,0.377294542491175,1
"6219",223,"chr2B",22300001,0.0352798688271289,1
"6220",223,"chr2D",22300001,0.72838629765749,1
"6221",223,"chr3A",22300001,1.29627985900171,1
"6222",223,"chr3B",22300001,0.632447669849084,1
"6223",223,"chr3D",22300001,0.524373861884352,1
"6224",223,"chr4A",22300001,0.0752940686466084,1
"6225",223,"chr4B",22300001,0.698476019007526,1
"6226",223,"chr5A",22300001,0.223417177784695,1
"6227",223,"chr5B",22300001,0.444822683881128,1
"6228",223,"chr5D",22300001,0.433177783467977,1
"6229",223,"chr6A",22300001,0.731874545286364,1
"6230",223,"chr6B",22300001,0.144037272093005,1
"6231",223,"chr7A",22300001,0.765610206206812,1
"6232",223,"chr7B",22300001,0.298033374631642,1
"6233",2230,"chr1B",223000001,0.511195846441991,1
"6234",2231,"chr1B",223100001,0.511197773256672,1
"6235",2232,"chr1B",223200001,0.511199708344358,1
"6236",2233,"chr1B",223300001,0.51120165169345,1
"6237",2234,"chr1B",223400001,0.511203603292331,1
"6238",2235,"chr1B",223500001,0.445380711947001,1
"6239",2236,"chr1B",223600001,0.490547697495294,1
"6240",2237,"chr1B",223700001,0.69421254265217,1
"6241",2238,"chr1B",223800001,0.637280127538463,1
"6242",2239,"chr1B",223900001,0.598273491693295,1
